ArrestNumber,ArresteeID,ArrestYr
20-021215,12026211,2020
19-013667,100937309,2019
20-029394,101182812,2020
19-009379,101748569,2019
20-020567,48080892,2020
20-030136,101121274,2020
19-006554,101284243,2019
20-030122,101121274,2020
19-016222,101284243,2019
19-016222,12826960,2019
17-033692,12826960,2017
17-033692,100714510,2017
17-041128,101841018,2017
17-041128,101514435,2017
20-017023,101780983,2020
20-013408,102545161,2020
20-025587,101039994,2020
20-030229,101563555,2020
20-011564,100982209,2020
19-016883,100918161,2019
20-015698,101333871,2020
19-035683,101657471,2019
19-034358,102088924,2019
20-027662,102362935,2020
20-030317,100923832,2020
19-015133,102337964,2019
20-018375,100385694,2020
20-009911,101923816,2020
20-007702,100804299,2020
19-041929,100939231,2019
20-036119,100804299,2020
19-034022,100939231,2019
19-019254,101902599,2019
21-012852,101433999,2021
20-020797,101685960,2020
20-030148,25171300,2020
20-027785,102711437,2020
20-027785,100699823,2020
20-027785,10731177,2020
18-033989,101210026,2018
18-033989,100418630,2018
19-009255,102620517,2019
19-043344,101218756,2019
19-043344,101754350,2019
20-015451,101754350,2020
20-015451,101063588,2020
20-035964,100976193,2020
19-045603,100915377,2019
20-018500,100590379,2020
20-030202,101383470,2020
19-033057,101637915,2019
21-022425,101256331,2021
20-030237,102413535,2020
20-035938,101110080,2020
20-025443,100725286,2020
20-025443,101680088,2020
20-025443,101925158,2020
20-030669,101791283,2020
20-030669,100801599,2020
20-030669,102227181,2020
21-011542,101679053,2021
21-011542,102414654,2021
21-011542,100777832,2021
20-014340,102325011,2020
19-022247,101812215,2019
20-006310,100933249,2020
19-003149,100689230,2019
20-012681,101843678,2020
20-030187,100755954,2020
21-005281,100788060,2021
20-024371,10575950,2020
20-026678,102708939,2020
19-014408,100828718,2019
20-035900,101673416,2020
20-026586,101673416,2020
20-023312,100944854,2020
20-021083,101894963,2020
20-021083,101810132,2020
20-021554,101762294,2020
20-021554,101487719,2020
20-021554,102291589,2020
20-023881,102697943,2020
20-023881,101069328,2020
20-023881,100676576,2020
21-007946,100766236,2021
19-043980,100705618,2019
18-028563,101182929,2018
19-012559,101624230,2019
19-028113,101599423,2019
20-036082,101507652,2020
20-007025,13036934,2020
20-030151,100917089,2020
19-046040,102692190,2019
21-008673,101731079,2021
17-018387,102588994,2017
20-030264,101973716,2020
20-030264,102223481,2020
18-018226,100738240,2018
18-018226,102518679,2018
21-005865,102524211,2021
21-000599,101312736,2021
20-016404,100818724,2020
19-020401,101275089,2019
20-022604,13049159,2020
21-005239,101151095,2021
20-006449,101775308,2020
20-030248,101687003,2020
20-036098,101750521,2020
21-014005,101687003,2021
20-030290,101750521,2020
20-001345,101695373,2020
21-010279,100720793,2021
20-004457,100578605,2020
20-004457,101828289,2020
20-031259,101358070,2020
20-031259,101834814,2020
20-036139,101851587,2020
20-030322,102543818,2020
19-001026,102507454,2019
20-035915,10542991,2020
20-000192,48101972,2020
20-000192,101785703,2020
19-024300,12468513,2019
19-024300,101140056,2019
19-007318,100497696,2019
21-022279,100497696,2021
20-011487,100307539,2020
20-035998,101562547,2020
20-011496,101642798,2020
19-022054,101740073,2019
20-030198,101886643,2020
19-010741,101776756,2019
19-010741,101369791,2019
19-010741,101067924,2019
19-036799,101513548,2019
19-036799,102006752,2019
19-036799,101108908,2019
19-040382,102458538,2019
19-040382,101758276,2019
19-040382,101769783,2019
20-016385,101118599,2020
20-016385,101290816,2020
20-017282,101558494,2020
20-017282,100642142,2020
19-004892,100642142,2019
20-018782,100642142,2020
19-029206,100642142,2019
21-014075,100648318,2021
20-030123,101250976,2020
19-017596,101516669,2019
19-015821,100988643,2019
19-027784,100042493,2019
19-042979,101970115,2019
20-018982,101413552,2020
20-030154,101134578,2020
20-030154,100761690,2020
20-019605,101591240,2020
20-019605,102371305,2020
19-046584,101676111,2019
19-016567,100698195,2019
20-025915,101437401,2020
20-025915,101818099,2020
19-044798,100441196,2019
19-044798,101814888,2019
20-013583,101741682,2020
21-006768,101933587,2021
21-011188,101573775,2021
20-030144,101741221,2020
19-012480,102030787,2019
20-020841,101815917,2020
19-027587,101899468,2019
19-027587,100283127,2019
19-003115,100784103,2019
19-003115,100742403,2019
20-019102,101161980,2020
19-042476,100856423,2019
19-016570,102358474,2019
20-024275,102208313,2020
20-024275,100870597,2020
20-024275,100937579,2020
20-027585,101668840,2020
20-027585,101749436,2020
20-027585,100699820,2020
20-036607,15456535,2020
20-036607,20627793,2020
20-036607,101681167,2020
20-030230,10366971,2020
19-014771,102644280,2019
19-014771,101936779,2019
19-014771,46013898,2019
20-000237,100984034,2020
20-000237,10064608,2020
20-000237,101832949,2020
20-003478,101555234,2020
20-003478,100450708,2020
20-003478,100876754,2020
20-036229,101543744,2020
20-035933,100745172,2020
20-035984,101832217,2020
20-013706,100743808,2020
20-036190,101700822,2020
20-005982,101329512,2020
19-026396,100126975,2019
19-016026,101552440,2019
19-008739,15103102,2019
19-008739,101172470,2019
19-002457,101271704,2019
19-002457,101172470,2019
20-007344,101271704,2020
19-034576,100754424,2019
20-035943,20639947,2020
20-007010,100047951,2020
20-022851,102662934,2020
20-029590,100711352,2020
20-029590,100931431,2020
20-029590,102305568,2020
20-029590,101249217,2020
20-038345,102141683,2020
20-038345,102726291,2020
20-038345,101305614,2020
20-038345,102119653,2020
20-039496,101052563,2020
20-039496,102211580,2020
20-039496,102415861,2020
20-039496,101188472,2020
20-012248,102584822,2020
20-012248,100623958,2020
20-012248,48079936,2020
20-012248,100980584,2020
20-016376,101300824,2020
20-016376,101415890,2020
20-016376,101015495,2020
19-005077,101908806,2019
19-005077,101761411,2019
19-005077,101349034,2019
21-013607,101070164,2021
20-014265,102329259,2020
19-035052,101459782,2019
19-035052,101758437,2019
18-038385,100956009,2018
20-035931,100734191,2020
21-013885,101152094,2021
20-036207,101152094,2020
20-036207,100662756,2020
20-039667,100452908,2020
20-039667,100932807,2020
20-039667,101631949,2020
21-001471,9097324,2021
21-001471,102673072,2021
21-001471,101176685,2021
20-022757,101517265,2020
20-035932,102022643,2020
20-027745,100319027,2020
19-029973,102442069,2019
19-011142,101146728,2019
21-010438,101813202,2021
19-006170,101551955,2019
19-042763,101670446,2019
21-022420,48044135,2021
21-022420,101806207,2021
21-005685,101558859,2021
21-005685,101567031,2021
21-010813,9691205,2021
19-004984,9691205,2019
20-036132,9691205,2020
20-036132,100717822,2020
20-032803,102645249,2020
20-032803,102322378,2020
20-032803,101055787,2020
20-024871,100873674,2020
20-024871,102598839,2020
20-024871,102652274,2020
20-027231,102652274,2020
20-035934,101745880,2020
19-027353,101326006,2019
19-030210,100534971,2019
20-036200,101376146,2020
20-025889,102302574,2020
20-025889,100700719,2020
20-025779,101146692,2020
20-025779,13125365,2020
20-035920,101567040,2020
19-025359,102082604,2019
20-026850,9972605,2020
20-028059,102623741,2020
20-004620,101189512,2020
20-035946,102355202,2020
20-024102,101059286,2020
19-006328,101815055,2019
19-035846,100744062,2019
21-022421,101833426,2021
19-043935,102554040,2019
19-046049,101781654,2019
19-046049,100902082,2019
19-046049,102263475,2019
19-041207,20593837,2019
19-041207,101716454,2019
19-041207,100077479,2019
19-046647,100077479,2019
20-023678,101172483,2020
20-026954,100870008,2020
21-005612,101961229,2021
19-011752,101537855,2019
20-005477,101754039,2020
20-016370,101537855,2020
20-016370,101754039,2020
20-017257,101042355,2020
20-017257,101077348,2020
19-021914,101812248,2019
21-006572,102620618,2021
19-036041,101173093,2019
20-026555,101802599,2020
20-035626,100537483,2020
20-035626,101781882,2020
20-034085,20373562,2020
20-034085,100785735,2020
20-020776,100682332,2020
20-004200,100682332,2020
19-043778,100959750,2019
20-036107,102602080,2020
19-010581,100858139,2019
20-022948,100825669,2020
19-007481,102003796,2019
20-036052,100756905,2020
20-013679,101387796,2020
20-022724,102097356,2020
19-015858,101390920,2019
19-029027,101024980,2019
19-038141,101631829,2019
20-008910,4178770,2020
20-006869,101631829,2020
20-026503,4178770,2020
20-022622,102031602,2020
20-022622,100911400,2020
21-002192,101441201,2021
21-002192,101607540,2021
19-013689,101818851,2019
19-034432,101097990,2019
19-015927,100857716,2019
21-010807,101112707,2021
19-017165,102047710,2019
19-043966,101255912,2019
19-021261,101587634,2019
20-019191,101102382,2020
20-036161,101588604,2020
20-036161,101850809,2020
20-038966,101226781,2020
20-038966,101788941,2020
19-017376,100706124,2019
19-023608,100706124,2019
19-001950,100005610,2019
19-001950,42015877,2019
19-001950,9622447,2019
19-017387,102676841,2019
19-017387,101528887,2019
19-017387,101013328,2019
19-041204,100716485,2019
19-041204,101692501,2019
19-041204,102701989,2019
20-024797,100336223,2020
19-035836,102604846,2019
19-037377,101400075,2019
19-005037,101400075,2019
21-010824,101611674,2021
21-010442,101118350,2021
20-003251,100985870,2020
19-038113,102030986,2019
20-036193,101915192,2020
19-044911,102452020,2019
19-044911,48037657,2019
19-044911,102296901,2019
19-044911,25368665,2019
19-044911,100887760,2019
20-017260,101556637,2020
20-017260,101283434,2020
20-017260,101070066,2020
20-017260,102508192,2020
19-042585,10279894,2019
19-042585,48117589,2019
19-042585,12758904,2019
19-042585,101613221,2019
19-042585,101114298,2019
20-016524,101971453,2020
20-016524,102116814,2020
20-016524,46004334,2020
20-016524,100196855,2020
20-016524,20692502,2020
18-041974,100984615,2018
18-041974,101747536,2018
18-041974,101342934,2018
18-041974,101975684,2018
18-041974,102424902,2018
20-036131,101961338,2020
21-012620,101275839,2021
19-024269,101719640,2019
20-021009,101723465,2020
21-007479,101073330,2021
20-020536,100741398,2020
20-036027,101421067,2020
20-036148,42004909,2020
20-031293,102377598,2020
20-031293,102193075,2020
21-018354,13057648,2021
20-017495,101072725,2020
19-038937,102224811,2019
19-038937,9876545,2019
20-001612,102150718,2020
20-001612,101753634,2020
19-008197,9887897,2019
20-036049,101560080,2020
20-013982,101767525,2020
21-010806,101830146,2021
19-038936,101724905,2019
19-038936,101247368,2019
20-008337,101287330,2020
20-008337,101868779,2020
20-036031,101771646,2020
19-002689,101032285,2019
20-035927,100770931,2020
20-016720,100945677,2020
21-014103,101944908,2021
20-015228,101203923,2020
19-017208,101016405,2019
20-036056,100377141,2020
21-019557,101790834,2021
19-014522,101391112,2019
20-035656,100926040,2020
20-035656,101226798,2020
20-019855,100946579,2020
19-025230,101549107,2019
20-026358,101968258,2020
21-015168,101707891,2021
21-005900,101707891,2021
21-010704,101106921,2021
20-005751,100835500,2020
20-020919,101791301,2020
19-042358,101299489,2019
20-006531,100047687,2020
21-014069,101703939,2021
21-014069,101570390,2021
21-015336,101262589,2021
21-015336,101269573,2021
21-025370,101291730,2021
21-025370,102449486,2021
20-020800,9646439,2020
20-010394,102418420,2020
21-005282,100769725,2021
20-019957,101838263,2020
20-025203,101119516,2020
20-017344,101876300,2020
20-010619,101681715,2020
21-006690,101383161,2021
20-036180,101639642,2020
20-036185,101760650,2020
19-018018,101747594,2019
20-010247,101766109,2020
20-010247,101760650,2020
19-034240,101747594,2019
19-034240,101766109,2019
20-007494,101760650,2020
20-036146,101747594,2020
20-036228,101766109,2020
20-035491,101084626,2020
20-016237,101486848,2020
19-019708,100847543,2019
20-007241,101003454,2020
21-005227,100976567,2021
21-010729,101721236,2021
20-023334,101674576,2020
20-023334,101721236,2020
19-045754,101674576,2019
19-045754,100048101,2019
20-000126,101366679,2020
19-020288,13132973,2019
20-036063,101747851,2020
20-036149,102531825,2020
19-038518,102016788,2019
20-009398,101569924,2020
19-033060,102344943,2019
19-018769,101003933,2019
19-027030,100781404,2019
20-036181,101013163,2020
20-036075,101696644,2020
20-016365,101710445,2020
20-036055,101394460,2020
19-034661,101630591,2019
19-028040,101622693,2019
19-029540,101540795,2019
17-008553,102135157,2017
20-036013,101560347,2020
20-036013,100896196,2020
20-032631,102408830,2020
20-032631,100932228,2020
19-014800,13123135,2019
21-010678,102024856,2021
20-026027,101910507,2020
19-023938,48061852,2019
19-007840,102351264,2019
19-029417,101672296,2019
19-029417,48057225,2019
19-029417,102544835,2019
19-026500,102594785,2019
19-026500,101110395,2019
19-026500,100185782,2019
19-032682,101918253,2019
19-032682,20683630,2019
19-032682,102528498,2019
20-010285,101316862,2020
20-018678,102522204,2020
19-005029,100781495,2019
19-007490,102103545,2019
20-016302,100814060,2020
19-013086,101537828,2019
19-013086,101401891,2019
18-029127,101390979,2018
18-029127,101537828,2018
18-000823,101401891,2018
18-000823,101390979,2018
19-016541,101537828,2019
20-027743,101401891,2020
21-009269,101390979,2021
20-026596,100849982,2020
20-035952,100394783,2020
20-015465,4751902,2020
20-024013,101490678,2020
19-016770,101603628,2019
19-027915,101646603,2019
19-027915,100394783,2019
19-016855,4751902,2019
19-016855,101490678,2019
20-021183,101603628,2020
21-022456,101646603,2021
20-035940,100394783,2020
20-035940,4751902,2020
20-035940,101490678,2020
20-033641,101603628,2020
20-033641,101646603,2020
20-033641,100394783,2020
20-028824,4751902,2020
20-028824,101490678,2020
20-028824,101603628,2020
20-035638,101646603,2020
20-035638,102011100,2020
21-001048,102011100,2021
21-001048,100798403,2021
20-024496,11631842,2020
20-015506,101797996,2020
20-018094,101828115,2020
20-035009,101821734,2020
20-024563,102470592,2020
20-015117,101574793,2020
20-036189,102231292,2020
19-009631,101727322,2019
20-024004,100684752,2020
20-036281,100178729,2020
20-020990,101661768,2020
20-036352,101590870,2020
20-026406,101594620,2020
19-011225,100893464,2019
19-035857,101082861,2019
19-035857,100540940,2019
18-040994,100540940,2018
18-040994,100768789,2018
20-036263,25152490,2020
20-035909,102389597,2020
20-013511,102568793,2020
20-026203,10528794,2020
20-025673,101847154,2020
19-032353,100903738,2019
20-004819,100122355,2020
19-033736,9898858,2019
19-019999,100721801,2019
21-011249,100721801,2021
19-035801,101830870,2019
19-013547,100577396,2019
19-013547,101504559,2019
19-013547,101004046,2019
19-013547,100209218,2019
19-000359,101992991,2019
19-000359,101686955,2019
19-000359,100903902,2019
19-000359,101060869,2019
18-039301,101797026,2018
18-039301,102515375,2018
18-039301,101025102,2018
18-039301,101639358,2018
19-003797,101026718,2019
19-003797,100874048,2019
19-003797,102285245,2019
19-003797,101775761,2019
20-027381,101144084,2020
19-022909,101867819,2019
19-003930,101334439,2019
20-018443,101924807,2020
20-018443,100903033,2020
21-014474,100813749,2021
21-014474,100903033,2021
21-013900,100813749,2021
21-013900,101535432,2021
20-020082,100826120,2020
20-020082,101364404,2020
20-036328,100764327,2020
20-036328,101251829,2020
20-036328,100389258,2020
20-036328,100066023,2020
20-034744,15416519,2020
20-034744,10518185,2020
20-034744,100756073,2020
20-034744,101510464,2020
20-033535,101774533,2020
20-033535,100789219,2020
20-033535,101704633,2020
20-033535,101559135,2020
21-003464,100767087,2021
21-003464,101569174,2021
21-003464,101610287,2021
21-003464,100883181,2021
19-030217,102242690,2019
21-022281,101254480,2021
20-029418,100978191,2020
21-010591,100978191,2021
20-030166,102174044,2020
19-034056,100937008,2019
20-036286,10008518,2020
20-026054,101671879,2020
21-010695,101139856,2021
20-029981,10244838,2020
19-014834,100149563,2019
19-011965,100845812,2019
19-036775,100615422,2019
20-025724,100925315,2020
20-025724,101489026,2020
20-025724,101752208,2020
20-025724,101835522,2020
20-025724,101705674,2020
20-025724,102341366,2020
20-025724,101477964,2020
20-031164,45070803,2020
20-031164,101367052,2020
20-031164,101839348,2020
20-031164,100189206,2020
20-031164,20655932,2020
20-031164,102109544,2020
20-031164,102267069,2020
20-037475,101065633,2020
20-037475,48139903,2020
20-037475,101139089,2020
20-037475,102284296,2020
20-037475,101418640,2020
20-037475,101417651,2020
21-007336,101417651,2021
21-007336,101792923,2021
21-007336,102289854,2021
21-007336,101009158,2021
21-007336,101136386,2021
21-007336,100993819,2021
21-000397,100901896,2021
21-000397,101405567,2021
21-000397,101618533,2021
21-000397,101658295,2021
21-000397,102558935,2021
21-000397,101791504,2021
21-000397,101274733,2021
21-003387,101429087,2021
21-003387,101731902,2021
21-003387,101295080,2021
21-003387,100859111,2021
21-003387,102454181,2021
21-016354,100363180,2021
21-016354,101722054,2021
21-016354,102037936,2021
21-016354,101562073,2021
21-016354,101122806,2021
21-016354,100833139,2021
21-016354,101687699,2021
20-036273,13061597,2020
21-009032,101347638,2021
19-033320,101104367,2019
19-033320,100360402,2019
20-016981,101059954,2020
20-016981,100360402,2020
20-030175,101059954,2020
20-027025,101731032,2020
19-014018,101692101,2019
20-002811,101835265,2020
19-046351,102350586,2019
20-030182,100984350,2020
20-023056,101241031,2020
20-023176,101767762,2020
18-013983,101543008,2018
19-013082,101692602,2019
19-021608,100709448,2019
20-035986,101337745,2020
21-022198,101872655,2021
20-001343,12438631,2020
21-005305,7433092,2021
19-002622,100886280,2019
20-009655,13065296,2020
20-009655,102245797,2020
20-030051,46030197,2020
19-027552,102409640,2019
20-016627,100877159,2020
20-024401,102285062,2020
21-022394,101746524,2021
20-013632,102610569,2020
20-005589,102610569,2020
19-040173,102610569,2019
19-029277,9126386,2019
20-013182,102276192,2020
20-013182,101350770,2020
20-019728,101561504,2020
20-019728,101350770,2020
19-009036,101561504,2019
19-036853,100974923,2019
20-021195,101096407,2020
20-018556,102112219,2020
20-018556,101181738,2020
20-018556,101701375,2020
20-024519,100467566,2020
20-024519,101333293,2020
20-024519,100822693,2020
21-011801,100741569,2021
21-011801,101075206,2021
20-036060,102437203,2020
19-002316,100470278,2019
19-027481,100071294,2019
20-030170,100859979,2020
20-036334,101709770,2020
20-036269,101106456,2020
20-023467,101174284,2020
20-029746,101444924,2020
20-003892,101444924,2020
20-021536,101807838,2020
19-009511,100947914,2019
21-014007,101061186,2021
20-036288,101250732,2020
20-030252,101276946,2020
21-006408,101410307,2021
20-015826,100827448,2020
20-036312,100827448,2020
19-006309,101489403,2019
21-008272,100800639,2021
21-010571,100906285,2021
20-022289,102207063,2020
19-019575,100873436,2019
19-016765,101180040,2019
21-010796,101832155,2021
19-012341,101804573,2019
20-008543,101133185,2020
21-012376,101743056,2021
20-028345,101707687,2020
20-028345,10652610,2020
19-039052,101254576,2019
19-007470,100900943,2019
21-022304,101697224,2021
20-035870,102113967,2020
20-035870,101307525,2020
20-035870,102017138,2020
20-033559,102089159,2020
20-033559,102567270,2020
20-033559,20409544,2020
21-009601,100981979,2021
21-009601,101771291,2021
21-009601,101848025,2021
20-032209,100718390,2020
20-032209,101570348,2020
20-032209,101829188,2020
20-036094,101620145,2020
21-006068,100907289,2021
20-025913,101406508,2020
20-007881,101657692,2020
20-018254,101556332,2020
20-029453,101807357,2020
20-036284,100907587,2020
20-035961,101680771,2020
20-025428,102385568,2020
20-013156,102260342,2020
20-013156,101766267,2020
18-000976,100772790,2018
18-000976,101031333,2018
18-001737,101617398,2018
18-001737,101733634,2018
19-018127,11525870,2019
21-005263,100563264,2021
20-017628,100563264,2020
19-041704,101464188,2019
20-014006,101829110,2020
20-030193,101128338,2020
20-009264,100970258,2020
20-003058,11054951,2020
20-030255,102407911,2020
19-022582,100837040,2019
20-009477,101789153,2020
20-030235,101599354,2020
19-008320,101639257,2019
20-002281,101657373,2020
21-013993,101511349,2021
19-003111,100703990,2019
20-016855,101539221,2020
19-008673,101150148,2019
19-025261,102453734,2019
19-035679,100578002,2019
19-009092,101615763,2019
19-009092,101004783,2019
19-010021,100521721,2019
19-002898,101458913,2019
20-030242,101415826,2020
20-030242,100630317,2020
20-025472,101822911,2020
20-025472,9994335,2020
20-035884,101525771,2020
21-010791,101524243,2021
19-002894,8641199,2019
19-027778,101510359,2019
19-027223,100527544,2019
20-013503,101213791,2020
21-004841,101501581,2021
20-029841,100749364,2020
20-036219,102328608,2020
20-016053,100182525,2020
20-020897,10738864,2020
21-014064,101834708,2021
21-014064,101787621,2021
21-014064,12732832,2021
21-014064,101233464,2021
21-014064,100973810,2021
21-014064,101733461,2021
21-014064,101472411,2021
21-014064,100887610,2021
21-014064,102100652,2021
21-014064,102500749,2021
21-014064,100946807,2021
21-005710,101228862,2021
21-005710,101442250,2021
21-005710,101191298,2021
21-005710,101785955,2021
21-005710,101852567,2021
21-005710,102541054,2021
21-005710,101789545,2021
21-005710,100784937,2021
21-005710,100985153,2021
21-005710,100493434,2021
21-005710,25234578,2021
21-005710,102701715,2021
21-011685,101677578,2021
21-011685,101722281,2021
21-011685,10099685,2021
21-011685,102048760,2021
21-011685,101704399,2021
21-011685,101556664,2021
21-011685,101281527,2021
21-011685,100974171,2021
21-011685,100393323,2021
21-011685,100353004,2021
21-011685,101747736,2021
21-011685,100551637,2021
21-012370,100551637,2021
21-012370,13063140,2021
21-012370,101936994,2021
21-012370,101389919,2021
21-012370,102047247,2021
21-012370,101902067,2021
21-012370,100729395,2021
21-012370,101084797,2021
21-012370,101498639,2021
21-012370,101133455,2021
21-012370,101553577,2021
21-015910,100765236,2021
21-015910,100888325,2021
21-015910,100852554,2021
21-015910,100951883,2021
21-015910,10589266,2021
21-015910,102577202,2021
21-002861,102577202,2021
21-002861,102174249,2021
21-002861,101928839,2021
21-002861,102628496,2021
21-002861,101169477,2021
21-002861,100963428,2021
21-002861,101797875,2021
21-002861,101621914,2021
21-002861,101546067,2021
21-002861,101445787,2021
21-002861,102068061,2021
21-002861,12668304,2021
21-013762,12668304,2021
21-013762,100781735,2021
21-013762,10641313,2021
21-013762,100864260,2021
21-013762,102349254,2021
21-013762,10594870,2021
21-013762,101905928,2021
21-013762,100850853,2021
21-013762,101612798,2021
21-013762,100939757,2021
21-013762,100334639,2021
21-013762,101150303,2021
21-008775,102175968,2021
21-008775,101843291,2021
21-008775,101252289,2021
21-008775,100809190,2021
21-008775,101847727,2021
21-008775,100923072,2021
21-008775,100652468,2021
21-008775,12765653,2021
21-008775,102342681,2021
21-008775,101549580,2021
21-008775,102476661,2021
21-008775,101689957,2021
21-009402,102417493,2021
21-009402,101833863,2021
21-009402,101931125,2021
21-009402,100860643,2021
21-009402,101692681,2021
21-009402,100737353,2021
21-009402,101783709,2021
21-009402,101844315,2021
21-009402,102057839,2021
21-009402,101672597,2021
21-009402,102449485,2021
21-009402,100732129,2021
21-010210,101825639,2021
21-010210,101009340,2021
21-010210,102570422,2021
21-010210,101660164,2021
21-010210,100265761,2021
21-010210,101434780,2021
21-010210,101726638,2021
21-010210,101154626,2021
21-010210,101862224,2021
21-010210,102378483,2021
21-010210,101136059,2021
21-010210,100825081,2021
17-002937,100741631,2017
17-002937,102205070,2017
17-002937,100674182,2017
17-002937,100638717,2017
17-002937,102397850,2017
17-002937,101048059,2017
17-002937,101181869,2017
17-002937,101905531,2017
17-002937,100870700,2017
17-002937,102403720,2017
17-002937,101262325,2017
17-017156,101865271,2017
17-017156,101236629,2017
17-017156,101094990,2017
17-017156,101379225,2017
17-017156,101532847,2017
17-017156,10720443,2017
17-017156,101857504,2017
17-017156,101573101,2017
17-017156,101934977,2017
17-017156,48142221,2017
17-035594,101640773,2017
17-035594,101682881,2017
17-035594,100835655,2017
17-035594,100126062,2017
17-035594,102167183,2017
17-035594,101772938,2017
17-035594,101380774,2017
17-035594,101429921,2017
17-035594,10544833,2017
17-035594,102078236,2017
17-035594,48113638,2017
17-035594,100726675,2017
17-028697,102731628,2017
17-028697,101462573,2017
17-028697,101387800,2017
17-028697,100866016,2017
17-028697,101595275,2017
17-028697,101113647,2017
17-028697,101814218,2017
17-028697,101557452,2017
17-028697,101340578,2017
17-028697,46032750,2017
17-033055,101573565,2017
17-033055,102067328,2017
17-033055,100849440,2017
17-033055,101691796,2017
17-033055,102193506,2017
17-033055,101718843,2017
17-033055,101673294,2017
17-033055,101741973,2017
17-033055,102315607,2017
17-033055,101475374,2017
17-033055,101347561,2017
17-034352,101796617,2017
17-034352,100557146,2017
17-034352,102728848,2017
17-034352,100354266,2017
17-034352,101516352,2017
17-034352,12779944,2017
17-034352,101805043,2017
17-034352,102553226,2017
17-034352,101019005,2017
17-034352,102513657,2017
20-030352,100810256,2020
20-022606,100878547,2020
20-030543,101558568,2020
20-002010,101604042,2020
20-002010,102354702,2020
20-002010,101633063,2020
20-002010,102146292,2020
20-010009,102146292,2020
20-010009,101415515,2020
20-010009,101568048,2020
20-010009,101500532,2020
20-013459,101588603,2020
20-013459,101282873,2020
20-013459,101533391,2020
20-013459,101990159,2020
20-004986,102197608,2020
20-004986,101399189,2020
20-004986,101527896,2020
20-004986,101810043,2020
20-013546,101618579,2020
19-008232,101565723,2019
20-030349,48116654,2020
20-030349,101374502,2020
20-030349,101669670,2020
20-005521,100992236,2020
20-005521,15577266,2020
20-005521,102622540,2020
20-008881,101305600,2020
20-008881,100903155,2020
20-008881,101854785,2020
20-008881,101694201,2020
20-015029,100889264,2020
20-015029,101565961,2020
20-015029,100776353,2020
20-015029,102336363,2020
19-028909,101701370,2019
19-028909,101413115,2019
19-024861,10057725,2019
19-024861,102495077,2019
20-008286,101768193,2020
20-008286,100690595,2020
20-001053,100977085,2020
20-001053,101975954,2020
19-003552,102660864,2019
20-010887,101896793,2020
20-010887,101830460,2020
20-016769,101367887,2020
19-017874,101034882,2019
20-009522,101536152,2020
20-019193,101198315,2020
19-021722,100398139,2019
20-030293,100706217,2020
19-046646,100495207,2019
19-046646,101650004,2019
19-046646,101934286,2019
20-015166,101789800,2020
20-015166,101038700,2020
20-015166,10184857,2020
20-029467,101000884,2020
20-029467,101851958,2020
20-029467,101788466,2020
19-030542,101860679,2019
19-030542,102277903,2019
19-031730,102164859,2019
19-031730,101044689,2019
18-022732,101044689,2018
18-022732,25718163,2018
19-038411,101329258,2019
19-015640,100319159,2019
19-015640,100111255,2019
19-012678,100615906,2019
19-012678,101996887,2019
19-039457,100675467,2019
20-030339,100876753,2020
20-022169,100977063,2020
21-012813,100329941,2021
19-008235,101592335,2019
19-043017,101392892,2019
19-022078,101572137,2019
19-011175,101522722,2019
21-010936,101522722,2021
20-030076,101628463,2020
19-010367,102184602,2019
19-034487,48124632,2019
20-006382,100956120,2020
20-036373,101923987,2020
20-023559,100854291,2020
20-023559,101516415,2020
18-022796,101618643,2018
18-022796,101902442,2018
19-002339,101232664,2019
20-036435,101363317,2020
20-022275,20609952,2020
18-012039,102337181,2018
20-030579,100965747,2020
19-040654,101751130,2019
19-040654,101187633,2019
20-003569,100897426,2020
20-003569,15550559,2020
19-010378,101586754,2019
21-008876,101762182,2021
20-030336,101170783,2020
19-008077,102041927,2019
20-030519,102041927,2020
21-009002,101299274,2021
19-043964,101310760,2019
19-032178,102158663,2019
21-022390,100475844,2021
19-008549,101687682,2019
21-010750,101792005,2021
19-015479,101678625,2019
21-007384,101624063,2021
20-021538,101654799,2020
19-034706,101090989,2019
21-012657,101696485,2021
20-011859,101577710,2020
20-030410,102557264,2020
20-030611,102283251,2020
20-030611,10498402,2020
21-002620,101273441,2021
20-036354,100953241,2020
21-009411,101130025,2021
20-030498,101663498,2020
20-023732,12647183,2020
20-036429,101504713,2020
20-030383,101427943,2020
21-018259,100900031,2021
20-010046,100655256,2020
20-002442,10616859,2020
19-041375,100987545,2019
20-030462,102147294,2020
19-035493,100857718,2019
19-010401,100128288,2019
19-014880,102384362,2019
19-026036,100832905,2019
20-006755,101857985,2020
19-042217,100952023,2019
20-023399,102557266,2020
20-010273,101011253,2020
20-010273,101187779,2020
20-010297,102682271,2020
20-010297,100966047,2020
18-007981,101501769,2018
20-030641,102435174,2020
20-030641,101278435,2020
20-030571,101532247,2020
20-030571,101784422,2020
21-005383,100281069,2021
20-020081,102533444,2020
20-020081,101153511,2020
20-013671,101140923,2020
20-013671,100789053,2020
20-030592,102358549,2020
20-030572,102304734,2020
19-006806,102304734,2019
19-038419,101819694,2019
20-014850,101811047,2020
20-022861,101640399,2020
19-022724,101268713,2019
20-029680,101120862,2020
19-008279,100772357,2019
20-019962,101746358,2020
20-019962,102116988,2020
20-034335,102122064,2020
20-034335,101580105,2020
20-030636,47011559,2020
21-022201,100952988,2021
