ArrestNumber,ArresteeID,ArrestYr
21-013147,100924928,2021
21-012602,100409155,2021
17-028898,100409155,2017
20-036627,101437825,2020
16-008696,101026359,2016
17-036222,101508355,2017
19-029634,101461571,2019
21-007187,101508355,2021
19-025856,101461571,2019
16-019785,101508355,2016
16-043560,101461571,2016
17-039236,100140184,2017
19-039163,100880413,2019
16-000005,101046187,2016
16-035423,101106924,2016
16-041784,101035949,2016
16-052468,100880413,2016
16-020966,101046187,2016
18-019885,101106924,2018
20-026377,101035949,2020
20-031000,100880413,2020
20-027587,101046187,2020
20-025184,101106924,2020
20-022377,101035949,2020
18-012304,100880413,2018
18-007676,101046187,2018
18-020176,101106924,2018
16-008046,101035949,2016
16-040089,101368358,2016
16-037975,101368358,2016
18-012991,101616222,2018
18-004290,100731885,2018
18-008447,100751723,2018
18-008447,100803166,2018
18-043279,100751723,2018
18-041576,100803166,2018
18-019394,101125542,2018
20-015136,100931757,2020
21-017085,100931757,2021
16-050159,101514450,2016
16-050159,10479001,2016
16-020939,102177076,2016
16-020939,101525813,2016
19-006800,101341418,2019
19-009319,101905940,2019
19-009951,101520186,2019
19-009478,101224507,2019
16-008425,101776941,2016
16-011444,100803873,2016
16-011444,101224507,2016
18-041724,101776941,2018
17-001846,100803873,2017
16-046613,101224507,2016
21-014040,101776941,2021
17-029070,100803873,2017
17-040406,101224507,2017
18-037347,101776941,2018
16-017362,100803873,2016
17-015233,101224507,2017
17-032590,101776941,2017
21-019668,100803873,2021
21-008744,12991064,2021
18-009204,12991064,2018
18-009204,101954217,2018
20-000036,101954217,2020
16-029715,100986635,2016
17-035984,100986635,2017
18-035521,100986635,2018
17-006761,101453397,2017
18-022758,100874456,2018
20-007748,102697314,2020
21-000210,102415319,2021
18-037894,101483786,2018
19-007056,101799322,2019
19-043632,15576522,2019
17-017794,101836442,2017
16-033725,101836442,2016
21-006111,101836442,2021
18-029369,102209571,2018
16-012020,101255711,2016
19-038949,101824453,2019
16-010117,101255711,2016
17-045603,101824453,2017
19-001020,101255711,2019
18-020638,101824453,2018
18-031702,101255711,2018
18-031702,101824453,2018
18-031702,101740135,2018
19-003113,101628211,2019
19-003113,25387703,2019
19-003113,102386946,2019
16-032766,101134610,2016
16-032766,101806232,2016
16-032766,101687548,2016
16-033724,100823544,2016
16-033724,9480133,2016
16-033724,10643955,2016
19-040617,102357952,2019
18-038542,10643955,2018
18-035878,102357952,2018
18-010995,101124300,2018
18-039266,100947574,2018
19-009609,101734023,2019
21-021978,101587715,2021
17-003376,101654726,2017
16-033251,100770261,2016
16-033251,101484037,2016
16-033251,100532305,2016
16-033125,102462650,2016
16-033125,101831248,2016
16-037078,101966336,2016
16-037078,101731303,2016
16-039032,101731303,2016
16-039032,100711774,2016
16-009594,100711774,2016
16-015320,100711774,2016
16-036789,100711774,2016
16-036789,100567285,2016
16-036789,100629989,2016
16-007887,100522460,2016
16-007887,100728249,2016
16-007887,100486892,2016
18-032748,100470334,2018
16-013523,100489366,2016
17-047743,100419322,2017
17-026366,100520295,2017
16-014717,100567285,2016
18-014354,100629989,2018
17-029011,100522460,2017
16-051764,100728249,2016
18-022998,100486892,2018
17-034560,100470334,2017
18-030167,100489366,2018
17-028514,100419322,2017
18-022584,100520295,2018
17-025352,101679867,2017
17-025352,101676538,2017
17-019755,101849751,2017
17-019755,101932047,2017
17-019755,100961162,2017
17-035867,100881343,2017
17-035867,102265215,2017
17-035867,101731087,2017
16-016930,102144669,2016
18-003256,101039835,2018
18-030845,101117225,2018
16-041098,101117225,2016
16-047077,101117225,2016
16-047077,101502190,2016
18-020957,101832098,2018
18-020957,100622799,2018
16-033962,100159273,2016
18-039625,101309455,2018
16-029947,101244225,2016
20-011627,102084225,2020
20-000394,101654239,2020
18-029476,101659003,2018
18-024450,101654239,2018
18-024450,101659003,2018
18-024450,100680350,2018
18-024450,100526083,2018
18-024450,100846253,2018
18-024450,101613596,2018
18-024450,101986455,2018
18-007931,102017930,2018
18-007931,102023084,2018
18-007931,102500687,2018
18-007931,100528168,2018
18-007931,101394631,2018
18-007931,101190616,2018
18-007931,101138518,2018
17-049333,101394631,2017
17-049333,101190616,2017
17-049333,101138518,2017
18-013382,101190616,2018
18-013382,101138518,2018
18-013382,101394631,2018
18-021255,101138518,2018
18-021255,101394631,2018
18-021255,101190616,2018
18-026513,101394631,2018
18-026513,101190616,2018
18-026513,101138518,2018
18-026513,101505816,2018
18-016514,101101629,2018
18-016514,101641508,2018
18-016514,101181857,2018
18-016514,100576791,2018
18-016514,10605140,2018
16-012807,100148899,2016
20-012789,101649409,2020
20-009257,101121268,2020
20-015064,100009834,2020
19-038384,3970054,2019
19-018327,100009834,2019
21-008900,3970054,2021
16-018365,100009834,2016
16-018365,3970054,2016
16-018365,100854643,2016
16-018365,101054415,2016
16-035562,101054415,2016
16-030265,100790937,2016
16-030265,101601071,2016
21-021953,101601071,2021
16-033212,101601071,2016
18-027146,100691153,2018
18-027146,102702356,2018
18-035300,101213260,2018
18-035300,101273896,2018
16-042616,101213260,2016
19-036768,101273896,2019
21-000901,101318482,2021
18-028490,102290886,2018
20-000374,102053133,2020
16-053075,102053133,2016
16-034588,101358217,2016
18-040877,101358217,2018
16-002002,10561291,2016
19-037620,100850502,2019
19-046573,101389505,2019
19-021454,101465522,2019
19-021220,101389505,2019
20-001317,101465522,2020
18-015346,101627772,2018
21-020110,101643943,2021
16-037584,101622180,2016
20-030005,101627772,2020
16-026882,101643943,2016
16-026882,101622180,2016
18-039011,101627772,2018
18-032003,101643943,2018
20-038120,101622180,2020
16-023147,101627772,2016
16-027748,101643943,2016
17-050438,101622180,2017
16-039260,102411318,2016
20-010038,102411318,2020
20-004136,100998997,2020
16-026443,100805423,2016
17-029259,12247924,2017
19-042254,101402651,2019
18-019974,100799980,2018
17-027544,101402651,2017
17-027369,100799980,2017
19-002665,101402651,2019
17-014446,100799980,2017
18-001549,102387814,2018
19-003763,101181708,2019
18-026363,101369538,2018
21-022253,100442174,2021
19-013795,101340447,2019
18-032190,13213613,2018
20-013006,13213613,2020
18-028053,101538192,2018
17-023994,101337651,2017
21-021801,101955584,2021
16-041237,101093360,2016
17-038367,101092155,2017
17-036003,101093360,2017
17-028504,101092155,2017
17-032741,101093360,2017
17-044221,101092155,2017
17-027864,101093360,2017
20-014163,101092155,2020
20-028148,101792913,2020
16-036001,13127384,2016
19-003619,101762134,2019
17-045708,101124906,2017
18-010907,101269336,2018
19-039794,102653951,2019
21-017982,102102259,2021
19-018931,101805133,2019
18-003355,12940814,2018
18-011037,101296320,2018
18-011037,102614240,2018
18-011037,102480526,2018
18-009613,100981800,2018
18-009613,101514480,2018
18-009613,102446217,2018
18-027170,101494896,2018
18-027170,102449147,2018
18-027170,15484127,2018
18-006507,100831941,2018
18-006507,100737053,2018
18-006507,100541176,2018
18-004222,100831941,2018
18-004222,100737053,2018
18-004222,100541176,2018
18-009338,100831941,2018
18-009338,100737053,2018
18-009338,100541176,2018
18-026798,101783794,2018
18-008501,100968298,2018
20-007416,101691131,2020
20-012338,101489328,2020
18-002525,10072365,2018
20-031764,100803513,2020
18-006958,100802105,2018
18-006958,100857537,2018
18-004683,100803513,2018
18-004683,100802105,2018
18-012426,100857537,2018
18-012426,100803513,2018
18-012426,100802105,2018
18-025132,100857537,2018
18-025132,100803513,2018
18-025132,100802105,2018
17-034651,100857537,2017
17-034651,101740076,2017
17-034651,101627824,2017
17-005167,101627824,2017
20-002634,101627824,2020
16-036620,102136407,2016
18-045596,101789053,2018
18-045596,101745922,2018
18-045596,101760119,2018
18-037318,101789053,2018
18-037318,101745922,2018
18-037318,101760119,2018
18-016138,10680373,2018
18-016138,48140658,2018
18-037539,100973978,2018
18-037539,100805344,2018
18-008026,100805344,2018
18-045361,102425932,2018
19-012884,101259047,2019
17-010216,101917487,2017
16-030124,101055145,2016
16-030124,101325928,2016
16-054308,100053257,2016
16-054308,100729124,2016
16-054308,100705913,2016
18-003076,100716344,2018
18-033441,100729124,2018
20-027644,100705913,2020
17-010665,100716344,2017
19-023929,101924942,2019
18-011727,101735750,2018
16-015011,101735750,2016
18-004747,101231582,2018
17-033859,101176570,2017
17-046804,101289548,2017
18-009845,101225872,2018
20-031483,101230506,2020
17-019340,101201821,2017
17-036347,101224812,2017
16-041680,101232385,2016
16-032380,101231582,2016
19-001914,101176570,2019
17-051022,101289548,2017
17-043379,101225872,2017
16-001365,101230506,2016
16-030086,101201821,2016
16-038274,101224812,2016
16-047453,101232385,2016
16-047453,101231582,2016
16-047453,101176570,2016
16-047453,101289548,2016
16-045316,101225872,2016
16-045316,101230506,2016
16-045316,101201821,2016
16-045316,101224812,2016
17-020493,101232385,2017
17-020493,101231582,2017
17-020493,101176570,2017
17-020493,101289548,2017
16-048103,101225872,2016
16-048103,101230506,2016
16-048103,101201821,2016
16-048103,101224812,2016
17-031633,101232385,2017
17-033206,101231582,2017
17-017245,101176570,2017
16-048060,101289548,2016
17-001750,101225872,2017
17-025507,101230506,2017
17-014427,101201821,2017
19-015663,101224812,2019
17-001743,101232385,2017
16-007295,101231582,2016
21-005783,101176570,2021
19-022318,101289548,2019
16-019117,101225872,2016
17-040783,101230506,2017
17-040783,101201821,2017
18-001704,101224812,2018
18-001704,101232385,2018
19-003466,101231582,2019
19-003466,101176570,2019
21-005387,101289548,2021
19-021912,101225872,2019
19-034798,101230506,2019
17-050351,101201821,2017
17-035977,101224812,2017
20-000207,101232385,2020
21-012655,101231582,2021
20-005114,101176570,2020
17-013094,101289548,2017
17-018786,101225872,2017
18-024400,101230506,2018
18-013275,101201821,2018
17-015755,101224812,2017
18-008723,101232385,2018
20-031151,101231582,2020
18-010517,101176570,2018
18-004056,101289548,2018
16-003191,101225872,2016
16-004033,101230506,2016
17-036423,101201821,2017
18-018776,101224812,2018
20-022026,101232385,2020
16-045596,101231582,2016
21-003761,101176570,2021
17-037321,101289548,2017
17-012425,101225872,2017
19-020982,101230506,2019
16-015240,101201821,2016
21-008606,101224812,2021
16-029612,101232385,2016
18-027016,101231582,2018
19-004095,101176570,2019
17-009497,101289548,2017
17-009497,101225872,2017
16-051229,101230506,2016
16-051229,101201821,2016
17-009016,101224812,2017
16-035172,101232385,2016
20-004754,101231582,2020
19-014713,101176570,2019
19-028250,101289548,2019
16-039202,101225872,2016
16-031194,101230506,2016
18-013299,101201821,2018
16-033871,101224812,2016
17-026091,101232385,2017
19-017014,101231582,2019
19-028973,101176570,2019
18-012320,101289548,2018
16-021892,101225872,2016
16-021892,101230506,2016
18-021633,101201821,2018
18-021633,101224812,2018
16-012065,101232385,2016
16-043252,101231582,2016
19-023882,101176570,2019
16-034829,101289548,2016
16-041808,101225872,2016
16-046564,101230506,2016
16-035740,101201821,2016
16-037028,101224812,2016
20-006586,101232385,2020
16-031394,101231582,2016
18-001617,101176570,2018
18-023626,101289548,2018
17-002199,101225872,2017
18-027224,101230506,2018
17-041634,101201821,2017
18-044148,101224812,2018
17-035822,101232385,2017
17-035822,101231582,2017
17-035822,101176570,2017
17-035822,101289548,2017
17-033452,101225872,2017
17-033452,101230506,2017
17-033452,101201821,2017
17-033452,101224812,2017
18-007722,101232385,2018
18-007722,101304096,2018
18-007722,101392869,2018
18-007722,102199257,2018
16-032370,101495192,2016
16-032370,102076322,2016
16-032370,101516129,2016
16-032370,100804220,2016
16-021066,101177546,2016
20-032914,101177546,2020
16-053752,101177546,2016
16-049669,101177546,2016
16-051717,101177546,2016
16-051717,101147159,2016
16-031875,101147159,2016
16-003121,101147159,2016
18-044694,101243144,2018
18-013754,101187685,2018
19-032634,101069293,2019
19-039333,100864500,2019
16-027787,100731834,2016
16-041875,100864500,2016
21-000666,100731834,2021
18-040084,100805305,2018
16-039737,100934847,2016
17-038813,100805305,2017
18-003284,100934847,2018
18-017889,101820403,2018
18-018422,101399272,2018
17-019554,101501635,2017
20-011555,101501635,2020
20-010744,101141170,2020
16-002374,101036280,2016
16-002374,101141170,2016
18-033871,101141170,2018
21-013517,101036280,2021
18-022816,102699160,2018
18-035262,102218837,2018
16-043661,102021670,2016
18-016134,101632661,2018
18-039834,102415799,2018
17-051787,101191478,2017
20-011999,101237765,2020
16-003133,101191478,2016
17-001717,101237765,2017
17-001717,101191478,2017
17-001717,100958713,2017
17-001717,100549908,2017
17-001717,12748626,2017
16-040035,100549908,2016
16-040035,12748626,2016
16-040035,101507376,2016
16-040035,101139770,2016
16-040035,102295915,2016
16-040035,101426812,2016
16-040035,100887578,2016
16-040035,101949508,2016
16-048720,100547218,2016
16-048720,101468541,2016
16-048720,100695086,2016
16-048720,100943506,2016
16-048720,25245200,2016
16-048720,7732541,2016
16-048720,101583911,2016
16-048720,101560360,2016
16-024586,101560360,2016
16-024586,102294154,2016
16-024586,101623787,2016
16-024586,101521383,2016
16-024586,7558044,2016
16-024586,101756319,2016
16-024586,101621483,2016
16-024586,100729318,2016
16-024586,100816252,2016
16-028959,100729318,2016
16-028959,100816252,2016
16-028959,101022353,2016
16-028959,102035953,2016
16-028959,101411873,2016
16-028959,101194139,2016
16-028959,101409040,2016
16-028959,101635867,2016
16-028959,101090139,2016
16-037927,101411873,2016
16-037927,101194139,2016
16-037927,101409040,2016
16-037927,101635867,2016
16-037927,101090139,2016
16-048551,101411873,2016
16-048551,101194139,2016
16-048551,101409040,2016
16-048551,101635867,2016
16-048551,101090139,2016
16-026112,101411873,2016
16-026112,101194139,2016
16-026112,101409040,2016
16-026112,101635867,2016
16-026112,101090139,2016
16-020515,101411873,2016
16-020515,101194139,2016
16-020515,101409040,2016
16-020515,101635867,2016
16-020515,101090139,2016
16-022093,101411873,2016
16-022093,101194139,2016
16-022093,101409040,2016
16-022093,101635867,2016
16-022093,101090139,2016
16-022093,100691766,2016
16-022093,101242124,2016
16-022093,100930052,2016
16-022093,100267503,2016
16-022093,101805489,2016
16-037179,100815214,2016
16-037179,25242177,2016
16-037179,102476548,2016
16-037179,101485092,2016
16-037179,101866066,2016
16-037179,101562412,2016
16-037179,101850990,2016
16-037179,101618968,2016
16-037179,101142944,2016
16-037179,102389120,2016
17-005543,102165477,2017
17-005543,102454457,2017
17-005543,102313333,2017
17-005543,102389120,2017
17-000995,102313333,2017
17-000995,102389120,2017
17-000995,102165477,2017
17-000995,102454457,2017
17-000995,102145581,2017
17-000995,101853311,2017
16-019520,101853311,2016
16-019520,101766831,2016
16-019520,12200987,2016
16-019520,101826575,2016
19-009242,101774057,2019
19-036279,101793349,2019
19-005065,101790710,2019
19-022469,101793349,2019
19-045198,101790710,2019
18-042583,100859124,2018
17-044877,100746019,2017
19-005189,100859124,2019
16-044079,100746019,2016
17-002179,100859124,2017
20-011862,100746019,2020
18-021450,101185198,2018
18-002342,101185198,2018
16-000118,102210319,2016
16-000118,102321529,2016
16-000118,100711126,2016
16-041444,100711126,2016
16-041444,102247158,2016
16-039861,101728359,2016
16-040076,100853888,2016
16-046451,100853888,2016
16-046451,100712853,2016
17-004397,100712853,2017
17-010617,100712853,2017
17-010617,102225299,2017
17-010617,100884490,2017
16-002418,102446076,2016
16-002418,8122133,2016
16-002418,100813727,2016
18-026735,100856805,2018
18-035553,100813727,2018
18-035553,100856805,2018
17-045477,101756211,2017
17-045477,101270233,2017
18-036270,101007089,2018
16-009607,8459518,2016
16-009607,102404690,2016
16-009607,101702874,2016
16-028783,101702874,2016
19-024337,101524022,2019
19-009441,101524022,2019
18-043893,101441104,2018
21-013369,101822122,2021
16-012298,102470211,2016
16-012498,102244853,2016
16-016541,100979551,2016
17-008326,102244853,2017
18-005521,100979551,2018
18-005521,100714480,2018
18-005930,100641918,2018
18-005930,101731737,2018
18-005569,101978457,2018
18-005569,101609318,2018
20-021327,9847920,2020
20-021327,100914062,2020
19-039547,100951624,2019
19-039547,100989514,2019
19-016033,100977160,2019
18-034642,100914062,2018
20-016770,100951624,2020
17-039835,100989514,2017
18-036097,100977160,2018
18-041076,100914062,2018
19-046214,100951624,2019
20-027059,100989514,2020
16-037257,100977160,2016
16-013885,100914062,2016
16-023725,100951624,2016
18-030824,100989514,2018
18-030824,100977160,2018
20-014191,100914062,2020
19-044517,100951624,2019
18-039154,100989514,2018
20-030670,100977160,2020
16-023351,100914062,2016
19-027173,100951624,2019
18-033330,100989514,2018
17-007071,100977160,2017
16-030658,100914062,2016
16-030658,100951624,2016
16-030658,100989514,2016
17-016666,100977160,2017
17-016666,100914062,2017
17-016666,100951624,2017
16-033398,100989514,2016
16-033398,100977160,2016
16-033398,100914062,2016
16-025881,100951624,2016
16-025881,100989514,2016
16-025881,100977160,2016
16-013014,100914062,2016
16-013014,100951624,2016
16-013014,100989514,2016
17-013211,100977160,2017
18-002549,100914062,2018
20-014448,100951624,2020
16-033409,100989514,2016
18-020869,100977160,2018
19-023232,100914062,2019
16-035617,100951624,2016
20-001501,100989514,2020
19-026444,100977160,2019
19-026444,102102941,2019
19-027557,102102941,2019
19-027557,101248405,2019
18-002042,102199826,2018
19-032675,101385872,2019
18-038433,100753052,2018
16-010632,8890432,2016
18-005531,101010334,2018
18-040878,100516948,2018
16-017382,100516948,2016
18-018506,100516948,2018
18-041656,100516948,2018
18-013510,100516948,2018
21-008939,100516948,2021
21-018087,100516948,2021
21-022317,100516948,2021
18-036008,100516948,2018
21-020485,100516948,2021
16-025349,100516948,2016
17-043230,100516948,2017
17-045667,100516948,2017
21-012324,100516948,2021
17-025622,101637049,2017
16-008915,100867242,2016
16-004560,101455123,2016
17-012814,101612906,2017
18-009025,100740367,2018
17-034105,100929449,2017
21-013904,100901343,2021
19-010779,100437354,2019
19-003417,100768405,2019
19-042561,100847427,2019
20-031859,100901343,2020
17-030482,100437354,2017
16-008330,100768405,2016
16-008442,100847427,2016
16-015422,100901343,2016
20-018573,100437354,2020
18-015510,100768405,2018
18-003752,100847427,2018
18-044447,100901343,2018
17-041091,100437354,2017
17-003192,100768405,2017
21-014954,100847427,2021
16-022555,100901343,2016
19-000109,100437354,2019
16-007925,100768405,2016
20-035343,100847427,2020
20-010051,100901343,2020
20-010051,100437354,2020
20-023046,100768405,2020
20-023046,100847427,2020
18-017301,100901343,2018
19-030968,100437354,2019
17-018742,100768405,2017
17-004929,100847427,2017
18-029052,100901343,2018
16-031092,100437354,2016
18-016347,100768405,2018
21-014498,100847427,2021
20-027120,100901343,2020
18-034678,100437354,2018
16-016089,100768405,2016
21-005756,100847427,2021
20-030078,100901343,2020
18-039982,100437354,2018
20-003619,100768405,2020
19-035782,100847427,2019
17-027911,102103689,2017
17-027911,102504566,2017
17-023756,102103689,2017
17-023756,102504566,2017
17-024208,102103689,2017
17-024208,102504566,2017
17-023103,102103689,2017
17-023103,102504566,2017
17-026278,101800332,2017
17-026278,100797141,2017
16-027762,100797141,2016
16-013493,100955631,2016
16-010657,101712723,2016
16-018173,102050902,2016
18-036616,101450216,2018
16-002888,101501057,2016
18-002235,101538151,2018
18-008533,101450216,2018
17-004780,101501057,2017
17-032241,101538151,2017
16-046880,101450216,2016
16-023077,101501057,2016
18-039716,101538151,2018
18-039716,101450216,2018
18-039716,101501057,2018
18-035580,101538151,2018
18-035580,101450216,2018
18-035580,101501057,2018
18-019740,101538151,2018
18-019740,101450216,2018
18-019740,101501057,2018
17-002559,101538151,2017
17-002559,102509233,2017
17-002559,101184287,2017
17-035429,101184287,2017
16-039423,101184287,2016
18-030650,101738591,2018
20-018594,101140753,2020
18-043616,101194915,2018
17-005940,100896746,2017
16-033017,101098478,2016
18-045739,101038873,2018
21-012846,100801724,2021
19-004826,100869007,2019
17-022805,100905379,2017
16-024551,101194915,2016
20-017375,100896746,2020
21-012511,101098478,2021
20-012988,101038873,2020
19-011664,100801724,2019
20-039683,100869007,2020
16-027577,100905379,2016
16-027577,101194915,2016
16-027577,100896746,2016
16-027577,101098478,2016
16-027577,101038873,2016
16-027577,100801724,2016
16-012682,100869007,2016
16-012682,100905379,2016
16-012682,101194915,2016
16-012682,100896746,2016
16-012682,101098478,2016
16-012682,101038873,2016
16-027257,100801724,2016
16-027257,100869007,2016
16-027257,100905379,2016
16-027257,101194915,2016
16-027257,100896746,2016
16-027257,101098478,2016
16-032778,101038873,2016
16-032778,100801724,2016
16-032778,100869007,2016
16-032778,100905379,2016
16-032778,101194915,2016
16-032778,100896746,2016
16-019559,101098478,2016
16-019559,101038873,2016
16-019559,100801724,2016
16-019559,100869007,2016
16-019559,100905379,2016
16-019559,101194915,2016
16-032015,100896746,2016
16-032015,101098478,2016
16-032015,101038873,2016
16-032015,100801724,2016
16-032015,100869007,2016
16-032015,100905379,2016
21-003678,101194915,2021
16-011675,100896746,2016
17-038784,101098478,2017
17-038784,101038873,2017
17-019295,100801724,2017
17-019295,100869007,2017
17-014254,100905379,2017
17-014254,101194915,2017
20-017137,100896746,2020
17-006285,101098478,2017
17-005480,101038873,2017
18-035238,100801724,2018
16-020137,100869007,2016
16-020137,100905379,2016
18-013242,101194915,2018
18-013242,100896746,2018
18-012966,101098478,2018
18-012966,101038873,2018
17-023731,100801724,2017
20-027839,100869007,2020
20-017694,100905379,2020
20-022175,101194915,2020
18-007818,100896746,2018
19-004767,101098478,2019
20-039230,101038873,2020
21-010165,100801724,2021
18-031063,100869007,2018
20-024625,100905379,2020
17-020637,101194915,2017
21-020652,100896746,2021
18-017655,101098478,2018
18-037509,101038873,2018
18-037509,100801724,2018
19-012647,100869007,2019
19-012647,100905379,2019
18-020653,101194915,2018
18-022000,100896746,2018
21-007526,101098478,2021
18-007457,101038873,2018
20-037847,100801724,2020
20-002793,100869007,2020
16-023608,100905379,2016
18-014834,101194915,2018
18-014834,100896746,2018
18-014834,101098478,2018
18-014834,101038873,2018
18-014834,100801724,2018
18-018589,100869007,2018
18-018589,100905379,2018
18-018589,101194915,2018
18-018589,100896746,2018
18-018589,101098478,2018
18-014099,101038873,2018
18-014099,100801724,2018
18-014099,100869007,2018
18-014099,100905379,2018
18-014099,101194915,2018
18-017218,100896746,2018
18-017218,101098478,2018
18-017218,101038873,2018
18-017218,100801724,2018
18-017218,100869007,2018
18-013863,100905379,2018
18-013863,101194915,2018
18-013863,100896746,2018
18-013863,101098478,2018
18-013863,101038873,2018
18-043105,100801724,2018
19-017904,100869007,2019
19-025827,100905379,2019
17-020788,101194915,2017
17-036016,100896746,2017
18-041707,101098478,2018
17-036220,101038873,2017
19-021311,100801724,2019
18-040164,100869007,2018
19-029212,100905379,2019
18-020861,101194915,2018
17-046652,100896746,2017
16-045827,101098478,2016
21-025424,101038873,2021
18-016327,100801724,2018
18-039757,100869007,2018
18-036351,100905379,2018
20-019664,101194915,2020
19-043855,100896746,2019
18-005270,101098478,2018
16-019238,101038873,2016
18-004417,100801724,2018
16-049626,100869007,2016
17-003985,100905379,2017
18-042958,101194915,2018
17-008881,100896746,2017
18-028380,101098478,2018
20-012105,101038873,2020
20-028066,100801724,2020
16-047198,100869007,2016
18-027646,100905379,2018
17-046626,101194915,2017
17-046626,100896746,2017
18-036588,101098478,2018
18-036588,101038873,2018
16-005903,100801724,2016
16-008111,100869007,2016
16-013720,100905379,2016
16-010455,101194915,2016
19-016725,100896746,2019
18-030522,101098478,2018
18-028530,101038873,2018
18-001584,100801724,2018
16-044201,100869007,2016
17-026215,100905379,2017
20-035811,101194915,2020
16-030441,100896746,2016
18-032803,101098478,2018
16-048079,101038873,2016
18-018913,100801724,2018
16-044348,100869007,2016
19-031920,100905379,2019
20-000992,101194915,2020
20-000992,100896746,2020
19-002779,101098478,2019
19-002779,101038873,2019
18-013113,100801724,2018
16-020536,100869007,2016
16-021259,100905379,2016
19-015145,101194915,2019
16-029032,100896746,2016
17-015219,101098478,2017
16-021898,101038873,2016
20-002849,100801724,2020
20-026932,100869007,2020
18-015701,100905379,2018
21-000755,101194915,2021
16-015085,100896746,2016
19-008583,101098478,2019
18-036595,101038873,2018
16-020719,100801724,2016
16-031682,100869007,2016
16-038408,100905379,2016
16-011032,100232130,2016
16-013331,100945740,2016
18-021969,100945740,2018
18-029682,101577554,2018
20-006115,10132383,2020
20-027611,101577554,2020
17-043227,10132383,2017
17-043227,100970565,2017
17-043227,100772072,2017
17-043227,100785119,2017
18-002883,100814858,2018
18-002883,100970565,2018
18-002883,100772072,2018
18-002883,100785119,2018
17-035685,100814858,2017
17-035685,100970565,2017
17-035685,100772072,2017
17-035685,100785119,2017
17-049027,100814858,2017
17-049027,100970565,2017
17-049027,100772072,2017
17-049027,100785119,2017
17-014333,100814858,2017
17-000021,100970565,2017
18-032490,100772072,2018
18-039008,100785119,2018
20-012683,100814858,2020
18-004572,12034438,2018
16-031743,12034438,2016
21-004388,100711110,2021
20-014587,101441100,2020
18-043981,20362736,2018
18-025683,101404216,2018
20-026724,101395895,2020
18-011624,101404216,2018
18-030726,101395895,2018
16-043531,15627740,2016
20-030982,15627740,2020
18-037306,15627740,2018
16-012606,15627740,2016
16-017088,101164955,2016
21-003288,102102626,2021
18-011663,102051074,2018
18-011663,100747563,2018
18-040170,101190504,2018
18-040170,101113496,2018
18-044956,101059072,2018
18-044956,100798522,2018
18-017622,101076414,2018
18-017622,101157941,2018
19-046462,100968782,2019
16-049995,101190504,2016
21-001733,101113496,2021
21-001908,101059072,2021
20-012334,100798522,2020
21-008811,101076414,2021
18-029761,101157941,2018
21-024823,100968782,2021
20-022087,101190504,2020
17-030178,101113496,2017
20-009703,101059072,2020
17-030075,100798522,2017
21-007455,101076414,2021
17-034748,101157941,2017
18-034112,100968782,2018
17-033597,101190504,2017
17-033597,101113496,2017
17-036961,101059072,2017
17-036961,100798522,2017
16-047978,101076414,2016
18-018933,101157941,2018
19-010258,100968782,2019
20-036811,101190504,2020
20-006526,101113496,2020
18-008810,101059072,2018
19-039800,100798522,2019
19-005741,101076414,2019
20-017306,101157941,2020
20-006953,100968782,2020
18-045084,101190504,2018
18-009707,101113496,2018
18-011510,101059072,2018
16-046240,100798522,2016
21-008990,101076414,2021
18-029795,101157941,2018
17-045106,100968782,2017
20-037866,101190504,2020
19-032503,101113496,2019
16-015057,101059072,2016
16-014446,100798522,2016
16-037126,101076414,2016
16-037126,101157941,2016
16-037126,100968782,2016
16-045829,100072580,2016
16-047463,101321994,2016
16-047463,26177180,2016
16-047463,101829683,2016
18-001530,101486777,2018
17-045537,101854639,2017
17-045537,101694973,2017
17-012955,101704200,2017
17-012955,48118503,2017
19-006504,48118503,2019
18-037090,102132956,2018
16-044117,25251473,2016
17-049247,15376195,2017
20-003438,101512368,2020
16-023291,101663815,2016
17-007499,15376195,2017
17-049170,101512368,2017
19-015474,101663815,2019
20-025692,15376195,2020
16-002006,101512368,2016
18-008957,101663815,2018
16-011278,15376195,2016
16-011278,101512368,2016
20-007970,101663815,2020
21-008975,100297297,2021
17-033741,100877641,2017
19-031629,100693886,2019
16-024966,100087906,2016
19-006773,8025519,2019
16-014975,101965326,2016
16-011676,8207217,2016
17-008215,8025519,2017
19-011345,101965326,2019
20-007662,8207217,2020
20-035407,8025519,2020
20-023193,101965326,2020
18-007728,8207217,2018
18-037232,8025519,2018
19-022068,101965326,2019
16-026316,8207217,2016
17-000988,8025519,2017
17-003624,101965326,2017
19-022471,8207217,2019
20-007484,102681653,2020
20-021846,101776125,2020
18-027896,100016636,2018
21-020690,100134272,2021
17-026129,101740055,2017
17-030629,100759464,2017
17-015616,100759464,2017
18-018923,100759464,2018
16-034452,101639443,2016
17-037538,101115284,2017
16-048529,101335687,2016
17-020237,101013474,2017
17-040905,101557128,2017
19-016409,100869626,2019
19-036000,100869626,2019
18-033223,10082095,2018
18-033223,102224316,2018
18-033223,101734025,2018
18-009483,102159399,2018
18-006553,102159399,2018
18-030668,102550282,2018
18-030668,101130051,2018
18-030668,101152993,2018
19-014643,101130051,2019
19-014643,101152993,2019
19-014643,101916468,2019
16-022386,100793579,2016
20-040160,100892647,2020
